WKT,nama,deskripsi
"POLYGON ((106.7609104 -6.2497057, 106.7691501 -6.2804202, 106.7890628 -6.2927055, 106.8288883 -6.2954356, 106.8714603 -6.308403, 106.8824466 -6.307038, 106.9188388 -6.3118154, 106.9600376 -6.290658, 106.9566043 -6.2456103, 106.9497379 -6.2087502, 106.9401249 -6.1534553, 106.9222721 -6.1083959, 106.8899997 -6.1077132, 106.893433 -6.1329742, 106.8577274 -6.1213679, 106.8261417 -6.1316088, 106.806229 -6.1316088, 106.7821964 -6.1288779, 106.7712101 -6.1193197, 106.7334446 -6.1179543, 106.730698 -6.1425322, 106.7272647 -6.1732529, 106.7341312 -6.196463, 106.7430576 -6.2114807, 106.7526706 -6.2258154, 106.7609104 -6.2497057))",jakarta,
